0,5/1/2019,Regular MOOE,General Fund - New General Appropriations - Specific Budgets of National Government Agencies,RA 11260 Regular 2019 Current,3.101E+14,MOOE,Maintenance and Other Operating Expenses,50299070-99,"12,000.00",0,0
0,5/1/2019,PS,General Fund - New General Appropriations - Specific Budgets of National Government Agencies,RA 11260 Regular 2019 Current,3.101E+14,PS,Personnel Services,50101010-01,"177,791,000.00",0,0
0,5/1/2019,PS,General Fund - New General Appropriations - Specific Budgets of National Government Agencies,RA 11260 Regular 2019 Current,3.101E+14,PS,Personnel Services,50102010-01,"7,968,000.00",0,0
0,5/1/2019,PS,General Fund - New General Appropriations - Specific Budgets of National Government Agencies,RA 11260 Regular 2019 Current,3.101E+14,PS,Personnel Services,50102020-00,"3,258,000.00",0,0
0,5/1/2019,PS,General Fund - New General Appropriations - Specific Budgets of National Government Agencies,RA 11260 Regular 2019 Current,3.101E+14,PS,Personnel Services,50102030-01,"3,258,000.00",0,0
0,5/1/2019,PS,General Fund - New General Appropriations - Specific Budgets of National Government Agencies,RA 11260 Regular 2019 Current,3.101E+14,PS,Personnel Services,50102040-01,"1,992,000.00",0,0
0,5/1/2019,PS,General Fund - New General Appropriations - Specific Budgets of National Government Agencies,RA 11260 Regular 2019 Current,3.101E+14,PS,Personnel Services,50102140-01,"14,816,000.00",0,0
0,5/1/2019,PS,General Fund - New General Appropriations - Specific Budgets of National Government Agencies,RA 11260 Regular 2019 Current,3.101E+14,PS,Personnel Services,50102150-01,"1,660,000.00",0,0
0,5/1/2019,PS,General Fund - New General Appropriations - Specific Budgets of National Government Agencies,RA 11260 Regular 2019 Current,3.101E+14,PS,Personnel Services,50102990-12,"1,660,000.00",0,0
0,5/1/2019,PS,General Fund - New General Appropriations - Specific Budgets of National Government Agencies,RA 11260 Regular 2019 Current,3.101E+14,PS,Personnel Services,50102990-36,"14,816,000.00",0,0
0,5/1/2019,PS,General Fund - New General Appropriations - Specific Budgets of National Government Agencies,RA 11260 Regular 2019 Current,3.101E+14,PS,Personnel Services,50103020-01,"398,000.00",0,0
0,5/1/2019,PS,General Fund - New General Appropriations - Specific Budgets of National Government Agencies,RA 11260 Regular 2019 Current,3.101E+14,PS,Personnel Services,50103030-01,"1,811,000.00",0,0
0,5/1/2019,PS,General Fund - New General Appropriations - Specific Budgets of National Government Agencies,RA 11260 Regular 2019 Current,3.101E+14,PS,Personnel Services,50103040-01,"398,000.00",0,0
0,5/1/2019,PS,General Fund - New General Appropriations - Specific Budgets of National Government Agencies,RA 11260 Regular 2019 Current,3.101E+14,PS,Personnel Services,50104990-10,"444,000.00",0,0
0,5/1/2019,PS,General Fund - New General Appropriations - Specific Budgets of National Government Agencies,RA 11260 Regular 2019 Current,3.101E+14,PS,Personnel Services,50104990-15,"340,000.00",0,0
0,5/1/2019,POC,General Fund - New General Appropriations - Specific Budgets of National Government Agencies,RA 11260 Regular 2019 Current,3.101E+14,MOOE,Strengthening of Peace and Order Councils,50201010-00,"145,000.00",0,0
0,5/1/2019,POC,General Fund - New General Appropriations - Specific Budgets of National Government Agencies,RA 11260 Regular 2019 Current,3.101E+14,MOOE,Strengthening of Peace and Order Councils,50202010-02,"42,000.00",0,0
0,5/1/2019,POC,General Fund - New General Appropriations - Specific Budgets of National Government Agencies,RA 11260 Regular 2019 Current,3.101E+14,MOOE,Strengthening of Peace and Order Councils,50203010-02,"110,000.00",0,0
0,5/1/2019,POC,General Fund - New General Appropriations - Specific Budgets of National Government Agencies,RA 11260 Regular 2019 Current,3.101E+14,MOOE,Strengthening of Peace and Order Councils,50205020-02,"53,000.00",0,0
